CODIGO DO MUNICIPIO - TOM;CODIGO DO MUNICIPIO - IBGE;MUNICIPIO - TOM;municipio - IBGE;UF
1306;2308005;MASSAPE;Massape;CE
1307;2308104;MAURITI;Mauriti;CE
1308;2308203;MERUOCA;Meruoca;CE
1309;2308302;MILAGRES;Milagres;CE
1310;2308401;MISSAO VELHA;Missao Velha;CE
1311;2308500;MOMBACA;Mombaca;CE
1312;2308609;MONSENHOR TABOSA;Monsenhor Tabosa;CE
1313;2308708;MORADA NOVA;Morada Nova;CE
1314;2308807;MORAUJO;Moraujo;CE
1315;2308906;MORRINHOS;Morrinhos;CE
1316;2309003;MUCAMBO;Mucambo;CE
1317;2309102;MULUNGU;Mulungu;CE
1318;2309201;NOVA OLINDA;Nova Olinda;CE
1319;2309300;NOVA RUSSAS;Nova Russas;CE
1320;2309409;NOVO ORIENTE;Novo Oriente;CE
1321;2309508;OROS;Oros;CE
1322;2309607;PACAJUS;Pacajus;CE
1323;2309706;PACATUBA;Pacatuba;CE
1324;2309805;PACOTI;Pacoti;CE
1325;2309904;PACUJA;Pacuja;CE
1326;2310001;PALHANO;Palhano;CE
1327;2310100;PALMACIA;Palmacia;CE
1328;2310209;PARACURU;Paracuru;CE
1329;2310308;PARAMBU;Parambu;CE
1330;2310407;PARAMOTI;Paramoti;CE
1331;2310506;PEDRA BRANCA;Pedra Branca;CE
1332;2310605;PENAFORTE;Penaforte;CE
1333;2310704;PENTECOSTE;Pentecoste;CE
1334;2310803;PEREIRO;Pereiro;CE
1335;2310902;PIQUET CARNEIRO;Piquet Carneiro;CE
1336;2311009;PORANGA;Poranga;CE
1337;2311108;PORTEIRAS;Porteiras;CE
1338;2311207;POTENGI;Potengi;CE
1339;2311306;QUIXADA;Quixada;CE
1340;2311405;QUIXERAMOBIM;Quixeramobim;CE
1341;2311504;QUIXERE;Quixere;CE
1342;2311603;REDENCAO;Redencao;CE
1343;2311702;RERIUTABA;Reriutaba;CE
1344;2311801;RUSSAS;Russas;CE
1345;2311900;SABOEIRO;Saboeiro;CE
1346;2312007;SANTANA DO ACARAU;Santana Do Acarau;CE
1347;2312106;SANTANA DO CARIRI;Santana Do Cariri;CE
1348;2312205;SANTA QUITERIA;Santa Quiteria;CE
1349;2312304;SAO BENEDITO;Sao Benedito;CE
1350;2312403;SAO GONCALO DO AMARANTE;Sao Goncalo Do Amarante;CE
1351;2312502;SAO JOAO DO JAGUARIBE;Sao Joao Do Jaguaribe;CE
1352;2312601;SAO LUIS DO CURU;Sao Luis Do Curu;CE
1353;2312700;SENADOR POMPEU;Senador Pompeu;CE
1354;2312809;SENADOR SA;Senador Sa;CE
1355;2312908;SOBRAL;Sobral;CE
1356;2313005;SOLONOPOLE;Solonopole;CE
1357;2313104;TABULEIRO DO NORTE;Tabuleiro Do Norte;CE
1358;2313203;TAMBORIL;Tamboril;CE
1359;2313302;TAUA;Taua;CE
1360;2313401;TIANGUA;Tiangua;CE
1361;2313500;TRAIRI;Trairi;CE
1362;2313609;UBAJARA;Ubajara;CE
1363;2313708;UMARI;Umari;CE
1364;2313807;URUBURETAMA;Uruburetama;CE
1365;2313906;URUOCA;Uruoca;CE
1366;2314003;VARZEA ALEGRE;Varzea Alegre;CE
1367;2314102;VICOSA DO CEARA;Vicosa Do Ceara;CE
1368;2307650;MARACANAU;Maracanau;CE
1369;2300754;AMONTADA;Amontada;CE
1370;2304251;CRUZ;Cruz;CE
1371;2304350;FORQUILHA;Forquilha;CE
1372;2305357;ICAPUI;Icapui;CE
1373;2306553;ITAREMA;Itarema;CE
1374;2308351;MILHA;Milha;CE
1375;2310258;PARAIPABA;Paraipaba;CE
1376;2400109;ACARI;Acari;RN
1377;2400208;ASSU;Assu;RN
1378;2400307;AFONSO BEZERRA;Afonso Bezerra;RN
1379;2400406;AGUA NOVA;Agua Nova;RN
1380;2400505;ALEXANDRIA;Alexandria;RN
1381;2400604;ALMINO AFONSO;Almino Afonso;RN
1382;2400703;ALTO DO RODRIGUES;Alto Do Rodrigues;RN
1383;2400802;ANGICOS;Angicos;RN
1384;2400901;ANTONIO MARTINS;Antonio Martins;RN
1385;2401008;APODI;Apodi;RN
1386;2401107;AREIA BRANCA;Areia Branca;RN
1387;2401206;ARES;Ares;RN
1388;2401305;CAMPO GRANDE;Campo Grande;RN
1389;2401404;BAIA FORMOSA;Baia Formosa;RN
1390;2401503;BARCELONA;Barcelona;RN
1391;2401602;BENTO FERNANDES;Bento Fernandes;RN
1392;2401701;BOM JESUS;Bom Jesus;RN
1393;2401800;BREJINHO;Brejinho;RN
1394;2401909;CAICARA DO RIO DO VENTO;Caicara Do Rio Do Vento;RN
1395;2402006;CAICO;Caico;RN
1396;2402105;CAMPO REDONDO;Campo Redondo;RN
1397;2402204;CANGUARETAMA;Canguaretama;RN
1398;2402303;CARAUBAS;Caraubas;RN
1399;2402402;CARNAUBA DOS DANTAS;Carnauba Dos Dantas;RN
1400;2402501;CARNAUBAIS;Carnaubais;RN
1401;2402600;CEARA-MIRIM;Ceara-Mirim;RN
1402;2402709;CERRO CORA;Cerro Cora;RN
1403;2402808;CORONEL EZEQUIEL;Coronel Ezequiel;RN
1404;2402907;CORONEL JOAO PESSOA;Coronel Joao Pessoa;RN
1405;2403004;CRUZETA;Cruzeta;RN
1406;2403103;CURRAIS NOVOS;Currais Novos;RN
1407;2403202;DOUTOR SEVERIANO;Doutor Severiano;RN
1408;2403301;ENCANTO;Encanto;RN
1409;2403400;EQUADOR;Equador;RN
1410;2403509;ESPIRITO SANTO;Espirito Santo;RN
1411;2403608;EXTREMOZ;Extremoz;RN
1412;2403707;FELIPE GUERRA;Felipe Guerra;RN
1413;2403806;FLORANIA;Florania;RN
1414;2403905;FRANCISCO DANTAS;Francisco Dantas;RN
1415;2404101;GALINHOS;Galinhos;RN
1416;2404200;GOIANINHA;Goianinha;RN
1417;2404309;GOVERNADOR DIX-SEPT ROSADO;Governador Dix-Sept Rosado;RN
1418;2404408;GROSSOS;Grossos;RN
1419;2404507;GUAMARE;Guamare;RN
1420;2404606;IELMO MARINHO;Ielmo Marinho;RN
1421;2404705;IPANGUACU;Ipanguacu;RN
1422;2404804;IPUEIRA;Ipueira;RN
1423;2404903;ITAU;Itau;RN
1424;2405009;JACANA;Jacana;RN
1425;2405108;JANDAIRA;Jandaira;RN
1426;2405207;JANDUIS;Janduis;RN
1427;2405306;BOA SAUDE;Boa Saude;RN
1428;2405405;JAPI;Japi;RN
1429;2405504;JARDIM DE ANGICOS;Jardim De Angicos;RN
1430;2405603;JARDIM DE PIRANHAS;Jardim De Piranhas;RN
1431;2405702;JARDIM DO SERIDO;Jardim Do Serido;RN
1432;2405801;JOAO CAMARA;Joao Camara;RN
1433;2405900;JOAO DIAS;Joao Dias;RN
1434;2406007;JOSE DA PENHA;Jose Da Penha;RN
1435;2406106;JUCURUTU;Jucurutu;RN
1436;2407609;MESSIAS TARGINO;Messias Targino;RN
1437;2406205;LAGOA D'ANTA;Lagoa D'Anta;RN
1438;2406304;LAGOA DE PEDRAS;Lagoa De Pedras;RN
1439;2406403;LAGOA DE VELHOS;Lagoa De Velhos;RN
1440;2406502;LAGOA NOVA;Lagoa Nova;RN
1441;2406601;LAGOA SALGADA;Lagoa Salgada;RN
1442;2406700;LAJES;Lajes;RN
1443;2406809;LAJES PINTADAS;Lajes Pintadas;RN
1444;2406908;LUCRECIA;Lucrecia;RN
1445;2407005;LUIS GOMES;Luis Gomes;RN
1446;2407104;MACAIBA;Macaiba;RN
1447;2407203;MACAU;Macau;RN
1448;2407302;MARCELINO VIEIRA;Marcelino Vieira;RN
1449;2407401;MARTINS;Martins;RN
1450;2407500;MAXARANGUAPE;Maxaranguape;RN
1451;2404002;FRUTUOSO GOMES;Frutuoso Gomes;RN
1452;2407708;MONTANHAS;Montanhas;RN
1453;2407807;MONTE ALEGRE;Monte Alegre;RN
1454;2407906;MONTE DAS GAMELEIRAS;Monte Das Gameleiras;RN
1455;2408003;MOSSORO;Mossoro;RN
1456;2408102;NATAL;Natal;RN
1457;2408201;NISIA FLORESTA;Nisia Floresta;RN
1458;2408300;NOVA CRUZ;Nova Cruz;RN
1459;2408409;OLHO D'AGUA DO BORGES;Olho D'Agua Do Borges;RN
1460;2408508;OURO BRANCO;Ouro Branco;RN
1461;2408607;PARANA;Parana;RN
1462;2408706;PARAU;Parau;RN
1463;2408805;PARAZINHO;Parazinho;RN
1464;2408904;PARELHAS;Parelhas;RN
1465;2403251;PARNAMIRIM;Parnamirim;RN
1466;2409100;PASSA E FICA;Passa E Fica;RN
1467;2409209;PASSAGEM;Passagem;RN
1468;2409308;PATU;Patu;RN
1469;2409407;PAU DOS FERROS;Pau Dos Ferros;RN
1470;2409506;PEDRA GRANDE;Pedra Grande;RN
1471;2409605;PEDRA PRETA;Pedra Preta;RN
1472;2409704;PEDRO AVELINO;Pedro Avelino;RN
1473;2409803;PEDRO VELHO;Pedro Velho;RN
1474;2409902;PENDENCIAS;Pendencias;RN
1475;2410009;PILOES;Piloes;RN
1476;2410108;POCO BRANCO;Poco Branco;RN
1477;2410207;PORTALEGRE;Portalegre;RN
1478;2410306;SERRA CAIADA;Serra Caiada;RN
1479;2410405;PUREZA;Pureza;RN
1480;2410504;RAFAEL FERNANDES;Rafael Fernandes;RN
1481;2410702;RIACHO DA CRUZ;Riacho Da Cruz;RN
1482;2410801;RIACHO DE SANTANA;Riacho De Santana;RN
1483;2410900;RIACHUELO;Riachuelo;RN
1484;2411007;RODOLFO FERNANDES;Rodolfo Fernandes;RN
1485;2411106;RUY BARBOSA;Ruy Barbosa;RN
1486;2411908;SAO FRANCISCO DO OESTE;Sao Francisco Do Oeste;RN
1487;2411205;SANTA CRUZ;Santa Cruz;RN
1488;2411429;SANTANA DO SERIDO;Santana Do Serido;RN
1489;2411403;SANTANA DO MATOS;Santana Do Matos;RN
1490;2411502;SANTO ANTONIO;Santo Antonio;RN
1491;2411601;SAO BENTO DO NORTE;Sao Bento Do Norte;RN
1492;2411700;SAO BENTO DO TRAIRI;Sao Bento Do Trairi;RN
1493;2411809;SAO FERNANDO;Sao Fernando;RN
1494;2412005;SAO GONCALO DO AMARANTE;Sao Goncalo Do Amarante;RN
1495;2412104;SAO JOAO DO SABUGI;Sao Joao Do Sabugi;RN
1496;2412203;SAO JOSE DE MIPIBU;Sao Jose De Mipibu;RN
1497;2412302;SAO JOSE DO CAMPESTRE;Sao Jose Do Campestre;RN
1498;2412401;SAO JOSE DO SERIDO;Sao Jose Do Serido;RN
1499;2412500;SAO MIGUEL;Sao Miguel;RN
1500;2412609;SAO PAULO DO POTENGI;Sao Paulo Do Potengi;RN
1501;2412708;SAO PEDRO;Sao Pedro;RN
1502;2412807;SAO RAFAEL;Sao Rafael;RN
1503;2412906;SAO TOME;Sao Tome;RN
1504;2413003;SAO VICENTE;Sao Vicente;RN
1505;2413102;SENADOR ELOI DE SOUZA;Senador Eloi De Souza;RN
1506;2413201;SENADOR GEORGINO AVELINO;Senador Georgino Avelino;RN
1507;2413300;SERRA DE SAO BENTO;Serra De Sao Bento;RN
1508;2413409;SERRA NEGRA DO NORTE;Serra Negra Do Norte;RN
1509;2413508;SERRINHA;Serrinha;RN
1510;2413607;SEVERIANO MELO;Severiano Melo;RN
1511;2413706;SITIO NOVO;Sitio Novo;RN
1512;2413805;TABOLEIRO GRANDE;Taboleiro Grande;RN
1513;2413904;TAIPU;Taipu;RN
1514;2414001;TANGARA;Tangara;RN
1515;2414100;TENENTE ANANIAS;Tenente Ananias;RN
1516;2414209;TIBAU DO SUL;Tibau Do Sul;RN
1517;2414308;TIMBAUBA DOS BATISTAS;Timbauba Dos Batistas;RN
1518;2414407;TOUROS;Touros;RN
1519;2414506;UMARIZAL;Umarizal;RN
1520;2414605;UPANEMA;Upanema;RN
1521;2414704;VARZEA;Varzea;RN
1522;2410603;RAFAEL GODEIRO;Rafael Godeiro;RN
1523;2414803;VERA CRUZ;Vera Cruz;RN
1524;2414902;VICOSA;Vicosa;RN
1525;2415008;VILA FLOR;Vila Flor;RN
1526;2500106;AGUA BRANCA;Agua Branca;PB
1527;2500205;AGUIAR;Aguiar;PB
1528;2500304;ALAGOA GRANDE;Alagoa Grande;PB
1529;2500403;ALAGOA NOVA;Alagoa Nova;PB
1530;2500502;ALAGOINHA;Alagoinha;PB
1531;2500601;ALHANDRA;Alhandra;PB
1532;2500700;SAO JOAO DO RIO DO PEIXE;Sao Joao Do Rio Do Peixe;PB
1533;2500809;ARACAGI;Aracagi;PB
1534;2500908;ARARA;Arara;PB
1535;2501005;ARARUNA;Araruna;PB
1536;2501104;AREIA;Areia;PB
1537;2501203;AREIAL;Areial;PB
1538;2501302;AROEIRAS;Aroeiras;PB
1539;2413359;SERRA DO MEL;Serra Do Mel;RN
1540;2501401;BAIA DA TRAICAO;Baia Da Traicao;PB
1541;2501500;BANANEIRAS;Bananeiras;PB
1542;2501609;BARRA DE SANTA ROSA;Barra De Santa Rosa;PB
1543;2501708;BARRA DE SAO MIGUEL;Barra De Sao Miguel;PB
1544;2501807;BAYEUX;Bayeux;PB
1545;2501906;BELEM;Belem;PB
1546;2502003;BELEM DO BREJO DO CRUZ;Belem Do Brejo Do Cruz;PB
1547;2502102;BOA VENTURA;Boa Ventura;PB
1548;2502201;BOM JESUS;Bom Jesus;PB
1549;2502300;BOM SUCESSO;Bom Sucesso;PB
1550;2502409;BONITO DE SANTA FE;Bonito De Santa Fe;PB
1551;2502508;BOQUEIRAO;Boqueirao;PB
1552;2502607;IGARACY;Igaracy;PB
1553;2502706;BORBOREMA;Borborema;PB
1554;2502805;BREJO DO CRUZ;Brejo Do Cruz;PB
1555;2502904;BREJO DOS SANTOS;Brejo Dos Santos;PB
1556;2503001;CAAPORA;Caapora;PB
1557;2503100;CABACEIRAS;Cabaceiras;PB
1558;2503209;CABEDELO;Cabedelo;PB
1559;2503308;CACHOEIRA DOS INDIOS;Cachoeira Dos Indios;PB
1560;2503407;CACIMBA DE AREIA;Cacimba De Areia;PB
1561;2503506;CACIMBA DE DENTRO;Cacimba De Dentro;PB
1562;2503605;CAICARA;Caicara;PB
1563;2503704;CAJAZEIRAS;Cajazeiras;PB
1564;2503803;CALDAS BRANDAO;Caldas Brandao;PB
1565;2503902;CAMALAU;Camalau;PB
1566;2504009;CAMPINA GRANDE;Campina Grande;PB
1567;2504108;CARRAPATEIRA;Carrapateira;PB
1568;2504207;CATINGUEIRA;Catingueira;PB
1569;2504306;CATOLE DO ROCHA;Catole Do Rocha;PB
1570;2504405;CONCEICAO;Conceicao;PB
1571;2504504;CONDADO;Condado;PB
1572;2504603;CONDE;Conde;PB
1573;2504702;CONGO;Congo;PB
1574;2504801;COREMAS;Coremas;PB
1575;2504900;CRUZ DO ESPIRITO SANTO;Cruz Do Espirito Santo;PB
1576;2505006;CUBATI;Cubati;PB
1577;2505105;CUITE;Cuite;PB
1578;2505204;CUITEGI;Cuitegi;PB
1579;2505303;CURRAL VELHO;Curral Velho;PB
1580;2505402;DESTERRO;Desterro;PB
1581;2505501;VISTA SERRANA;Vista Serrana;PB
1582;2505600;DIAMANTE;Diamante;PB
1583;2505709;DONA INES;Dona Ines;PB
1584;2505808;DUAS ESTRADAS;Duas Estradas;PB
1585;2505907;EMAS;Emas;PB
1586;2506004;ESPERANCA;Esperanca;PB
1587;2506103;FAGUNDES;Fagundes;PB
1588;2506202;FREI MARTINHO;Frei Martinho;PB
1589;2506301;GUARABIRA;Guarabira;PB
1590;2506400;GURINHEM;Gurinhem;PB
1591;2506509;GURJAO;Gurjao;PB
1592;2506608;IBIARA;Ibiara;PB
1593;2506707;IMACULADA;Imaculada;PB
1594;2506806;INGA;Inga;PB
1595;2506905;ITABAIANA;Itabaiana;PB
1596;2507002;ITAPORANGA;Itaporanga;PB
1597;2507101;ITAPOROROCA;Itapororoca;PB
1598;2507200;ITATUBA;Itatuba;PB
1599;2507309;JACARAU;Jacarau;PB
1600;2507408;JERICO;Jerico;PB
1601;2507507;JOAO PESSOA;Joao Pessoa;PB
1602;2507606;JUAREZ TAVORA;Juarez Tavora;PB
1603;2507705;JUAZEIRINHO;Juazeirinho;PB
1604;2507804;JUNCO DO SERIDO;Junco Do Serido;PB
1605;2507903;JURIPIRANGA;Juripiranga;PB
1606;2508000;JURU;Juru;PB
1607;2508109;LAGOA;Lagoa;PB
1608;2508208;LAGOA DE DENTRO;Lagoa De Dentro;PB
1609;2508307;LAGOA SECA;Lagoa Seca;PB
1610;2508406;LASTRO;Lastro;PB
1611;2508505;LIVRAMENTO;Livramento;PB
1612;2508604;LUCENA;Lucena;PB
1613;2508703;MAE D'AGUA;Mae D'Agua;PB
1614;2508802;MALTA;Malta;PB
1615;2508901;MAMANGUAPE;Mamanguape;PB
1616;2509008;MANAIRA;Manaira;PB
1617;2509107;MARI;Mari;PB
1618;2509206;MASSARANDUBA;Massaranduba;PB
1619;2509305;MATARACA;Mataraca;PB
1620;2509404;MOGEIRO;Mogeiro;PB
1621;2509503;MONTADAS;Montadas;PB
1622;2509602;MONTE HOREBE;Monte Horebe;PB
1623;2509701;MONTEIRO;Monteiro;PB
1624;2509800;MULUNGU;Mulungu;PB
1625;2509909;NATUBA;Natuba;PB
1626;2510006;NAZAREZINHO;Nazarezinho;PB
1627;2510105;NOVA FLORESTA;Nova Floresta;PB
1628;2510204;NOVA OLINDA;Nova Olinda;PB
1629;2510303;NOVA PALMEIRA;Nova Palmeira;PB
1630;2510402;OLHO D'AGUA;Olho D'Agua;PB
1631;2510501;OLIVEDOS;Olivedos;PB
1632;2510600;OURO VELHO;Ouro Velho;PB
1633;2510709;PASSAGEM;Passagem;PB
1634;2510808;PATOS;Patos;PB
1635;2510907;PAULISTA;Paulista;PB
1636;2511004;PEDRA BRANCA;Pedra Branca;PB
1637;2511103;PEDRA LAVRADA;Pedra Lavrada;PB
1638;2511202;PEDRAS DE FOGO;Pedras De Fogo;PB
1639;2511301;PIANCO;Pianco;PB
1640;2511400;PICUI;Picui;PB
1641;2511509;PILAR;Pilar;PB
1642;2511608;PILOES;Piloes;PB
1643;2511707;PILOEZINHOS;Piloezinhos;PB
1644;2511806;PIRPIRITUBA;Pirpirituba;PB
1645;2511905;PITIMBU;Pitimbu;PB
1646;2512002;POCINHOS;Pocinhos;PB
1647;2512101;POMBAL;Pombal;PB
1648;2512200;PRATA;Prata;PB
1649;2512309;PRINCESA ISABEL;Princesa Isabel;PB
1650;2512408;PUXINANA;Puxinana;PB
1651;2512507;QUEIMADAS;Queimadas;PB
1652;2512606;QUIXABA;Quixaba;PB
1653;2512705;REMIGIO;Remigio;PB
1654;2512804;RIACHO DOS CAVALOS;Riacho Dos Cavalos;PB
1655;2512903;RIO TINTO;Rio Tinto;PB
1656;2513000;SALGADINHO;Salgadinho;PB
1657;2513109;SALGADO DE SAO FELIX;Salgado De Sao Felix;PB
1658;2513208;SANTA CRUZ;Santa Cruz;PB
1659;2513307;SANTA HELENA;Santa Helena;PB
1660;2513406;SANTA LUZIA;Santa Luzia;PB
1661;2513505;SANTANA DE MANGUEIRA;Santana De Mangueira;PB
1662;2513604;SANTANA DOS GARROTES;Santana Dos Garrotes;PB
1663;2513703;SANTA RITA;Santa Rita;PB
1664;2513802;SANTA TERESINHA;Santa Teresinha;PB
1665;2513901;SAO BENTO;Sao Bento;PB
1666;2514008;SAO JOAO DO CARIRI;Sao Joao Do Cariri;PB
1667;2514107;SAO JOAO DO TIGRE;Sao Joao Do Tigre;PB
1668;2514206;SAO JOSE DA LAGOA TAPADA;Sao Jose Da Lagoa Tapada;PB
1669;2514305;SAO JOSE DE CAIANA;Sao Jose De Caiana;PB
1670;2514404;SAO JOSE DE ESPINHARAS;Sao Jose De Espinharas;PB
1671;2514503;SAO JOSE DE PIRANHAS;Sao Jose De Piranhas;PB
1672;2514602;SAO JOSE DO BONFIM;Sao Jose Do Bonfim;PB
1673;2514701;SAO JOSE DO SABUGI;Sao Jose Do Sabugi;PB
1674;2514800;SAO JOSE DOS CORDEIROS;Sao Jose Dos Cordeiros;PB
1675;2514909;SAO MAMEDE;Sao Mamede;PB
1676;2515005;SAO MIGUEL DE TAIPU;Sao Miguel De Taipu;PB
1677;2515104;SAO SEBASTIAO DE LAGOA DE ROCA;Sao Sebastiao De Lagoa De Roca;PB
1678;2515203;SAO SEBASTIAO DO UMBUZEIRO;Sao Sebastiao Do Umbuzeiro;PB
1679;2515302;SAPE;Sape;PB
1680;2515401;SAO VICENTE DO SERIDO;Sao Vicente Do Serido;PB
1681;2515500;SERRA BRANCA;Serra Branca;PB
1682;2515609;SERRA DA RAIZ;Serra Da Raiz;PB
1683;2515708;SERRA GRANDE;Serra Grande;PB
1684;2515807;SERRA REDONDA;Serra Redonda;PB
1685;2515906;SERRARIA;Serraria;PB
1686;2516003;SOLANEA;Solanea;PB
1687;2516102;SOLEDADE;Soledade;PB
1688;2516201;SOUSA;Sousa;PB
1689;2516300;SUME;Sume;PB
1690;2516409;TACIMA;Tacima;PB
1691;2516508;TAPEROA;Taperoa;PB
1692;2516607;TAVARES;Tavares;PB
1693;2516706;TEIXEIRA;Teixeira;PB
1694;2516805;TRIUNFO;Triunfo;PB
1695;2516904;UIRAUNA;Uirauna;PB
1696;2517001;UMBUZEIRO;Umbuzeiro;PB
1697;2517100;VARZEA;Varzea;PB
1698;2201150;BAIXA GRANDE DO RIBEIRO;Baixa Grande Do Ribeiro;PI
1699;2202251;CANAVIEIRA;Canavieira;PI
1700;2202752;COLONIA DO GURGUEIA;Colonia Do Gurgueia;PI
1701;2201929;BONFIM DO PIAUI;Bonfim Do Piaui;PI
1702;2202778;COLONIA DO PIAUI;Colonia Do Piaui;PI
1703;2202851;CORONEL JOSE DIAS;Coronel Jose Dias;PI
1704;2203750;FARTURA DO PIAUI;Fartura Do Piaui;PI
1705;2205565;LAGOA DO BARRO DO PIAUI;Lagoa Do Barro Do Piaui;PI
1706;2209377;SANTA ROSA DO PIAUI;Santa Rosa Do Piaui;PI
1707;2209559;SAO BRAZ DO PIAUI;Sao Braz Do Piaui;PI
1708;2210359;SAO LOURENCO DO PIAUI;Sao Lourenco Do Piaui;PI
1709;2211357;VARZEA BRANCA;Varzea Branca;PI
1710;2200277;ALEGRETE DO PIAUI;Alegrete Do Piaui;PI
1711;2202091;CALDEIRAO GRANDE DO PIAUI;Caldeirao Grande Do Piaui;PI
1712;2205151;JACOBINA DO PIAUI;Jacobina Do Piaui;PI
1713;2205953;MARCOLANDIA;Marcolandia;PI
1714;2207777;PATOS DO PIAUI;Patos Do Piaui;PI
1715;2208650;QUEIMADA NOVA;Queimada Nova;PI
1716;2209351;SANTANA DO PIAUI;Santana Do Piaui;PI
1717;2201960;BRASILEIRA;Brasileira;PI
1718;2210052;SAO JOSE DO DIVINO;Sao Jose Do Divino;PI
1719;2201919;BOM PRINCIPIO DO PIAUI;Bom Principio Do Piaui;PI
1720;2608453;LAGOA DO CARRO;Lagoa Do Carro;PE
1721;2616183;VERTENTE DO LERIO;Vertente Do Lerio;PE
1722;2616506;XEXEU;Xexeu;PE
1723;2608255;JUCATI;Jucati;PE
1724;2612455;SANTA CRUZ;Santa Cruz;PE
1725;2605152;DORMENTES;Dormentes;PE
1726;2600104;AFOGADOS DA INGAZEIRA;Afogados Da Ingazeira;PE
1727;2600203;AFRANIO;Afranio;PE
1728;2600302;AGRESTINA;Agrestina;PE
1729;2600401;AGUA PRETA;Agua Preta;PE
1730;2600500;AGUAS BELAS;Aguas Belas;PE
1731;2600609;ALAGOINHA;Alagoinha;PE
1732;2600708;ALIANCA;Alianca;PE
1733;2600807;ALTINHO;Altinho;PE
1734;2600906;AMARAJI;Amaraji;PE
1735;2601003;ANGELIM;Angelim;PE
1736;2601102;ARARIPINA;Araripina;PE
1737;2601201;ARCOVERDE;Arcoverde;PE
1738;2601300;BARRA DE GUABIRABA;Barra De Guabiraba;PE
1739;2601409;BARREIROS;Barreiros;PE
1740;2601508;BELEM DE MARIA;Belem De Maria;PE
1741;2601607;BELEM DE SAO FRANCISCO;Belem De Sao Francisco;PE
1742;2601706;BELO JARDIM;Belo Jardim;PE
1743;2601805;BETANIA;Betania;PE
1744;2601904;BEZERROS;Bezerros;PE
1745;2602001;BODOCO;Bodoco;PE
1746;2602100;BOM CONSELHO;Bom Conselho;PE
1747;2602209;BOM JARDIM;Bom Jardim;PE
1748;2602308;BONITO;Bonito;PE
1749;2602407;BREJAO;Brejao;PE
1750;2602506;BREJINHO;Brejinho;PE
1751;2602605;BREJO DA MADRE DE DEUS;Brejo Da Madre De Deus;PE
1752;2602704;BUENOS AIRES;Buenos Aires;PE
1753;2602803;BUIQUE;Buique;PE
1754;2602902;CABO DE SANTO AGOSTINHO;Cabo De Santo Agostinho;PE
1755;2603009;CABROBO;Cabrobo;PE
1756;2603108;CACHOEIRINHA;Cachoeirinha;PE
1757;2603207;CAETES;Caetes;PE
1758;2603306;CALCADO;Calcado;PE
1759;2603405;CALUMBI;Calumbi;PE
1760;2603504;CAMOCIM DE SAO FELIX;Camocim De Sao Felix;PE
1761;2603603;CAMUTANGA;Camutanga;PE
1762;2603702;CANHOTINHO;Canhotinho;PE
1763;2603801;CAPOEIRAS;Capoeiras;PE
1764;2603900;CARNAIBA;Carnaiba;PE
1765;2604007;CARPINA;Carpina;PE
1766;2604106;CARUARU;Caruaru;PE
1767;2604205;CATENDE;Catende;PE
1768;2604304;CEDRO;Cedro;PE
1769;2604403;CHA DE ALEGRIA;Cha De Alegria;PE
1770;2604502;CHA GRANDE;Cha Grande;PE
1771;2604601;CONDADO;Condado;PE
1772;2604700;CORRENTES;Correntes;PE
1773;2604809;CORTES;Cortes;PE
1774;2604908;CUMARU;Cumaru;PE
1775;2605004;CUPIRA;Cupira;PE
1776;2605103;CUSTODIA;Custodia;PE
1777;2605202;ESCADA;Escada;PE
1778;2605301;EXU;Exu;PE
1779;2605400;FEIRA NOVA;Feira Nova;PE
1780;2605509;FERREIROS;Ferreiros;PE
1781;2605608;FLORES;Flores;PE
1782;2605707;FLORESTA;Floresta;PE
1783;2605806;FREI MIGUELINHO;Frei Miguelinho;PE
1784;2605905;GAMELEIRA;Gameleira;PE
1785;2606002;GARANHUNS;Garanhuns;PE
1786;2606101;GLORIA DO GOITA;Gloria Do Goita;PE
1787;2606200;GOIANA;Goiana;PE
1788;2606309;GRANITO;Granito;PE
1789;2606408;GRAVATA;Gravata;PE
1790;2606507;IATI;Iati;PE
1791;2606606;IBIMIRIM;Ibimirim;PE
1792;2606705;IBIRAJUBA;Ibirajuba;PE
1793;2606804;IGARASSU;Igarassu;PE
1794;2606903;IGUARACI;Iguaraci;PE
1795;2607000;INAJA;Inaja;PE
1796;2607109;INGAZEIRA;Ingazeira;PE
1797;2607208;IPOJUCA;Ipojuca;PE
1798;2607307;IPUBI;Ipubi;PE
1799;2607406;ITACURUBA;Itacuruba;PE
1800;2607505;ITAIBA;Itaiba;PE
1801;2607604;ILHA DE ITAMARACA;Ilha De Itamaraca;PE
1802;2607703;ITAPETIM;Itapetim;PE
1803;2607802;ITAQUITINGA;Itaquitinga;PE
1804;2607901;JABOATAO DOS GUARARAPES;Jaboatao Dos Guararapes;PE
1805;2608008;JATAUBA;Jatauba;PE
1806;2608107;JOAO ALFREDO;Joao Alfredo;PE
1807;2608206;JOAQUIM NABUCO;Joaquim Nabuco;PE
1808;2608305;JUPI;Jupi;PE
1809;2608404;JUREMA;Jurema;PE
1810;2608503;LAGOA DO ITAENGA;Lagoa Do Itaenga;PE
1811;2608602;LAGOA DO OURO;Lagoa Do Ouro;PE
1812;2608701;LAGOA DOS GATOS;Lagoa Dos Gatos;PE
1813;2608800;LAJEDO;Lajedo;PE
1814;2608909;LIMOEIRO;Limoeiro;PE
